Plant_Name,State,County,PlantCapac,PlantFlow,BTU_Conten,DryGasStor,NG_LiquidS,City,ZipCode,OwnerCompa,OperatorCo,Source,x,y
Buck Peak,CO,Moffat,0,0.20000000000,1250,0,4619,Craig,81625,Peakview,Custom Energy Construction,"EIA-757, Natural Gas Processing Plant Survey",-11987196,4982410
Skull Creek Dew Point/CO,CO,Moffat,45,30.00000000000,1115,0,1428,Craig,81625,Questar Pipeline Company,Questar Pipeline Company,"EIA-757, Natural Gas Processing Plant Survey",-11970315,4970352
Baxter Compressor Station- Baxter Pass Co.,CO,Garfield County,15,3.00000000000,915,0,476,,81630,Xcel Energy,Xcel Energy,"EIA-757, Natural Gas Processing Plant Survey",-12060463,4780221
Grand Valley Gas Plant,CO,Garfield,100,0.00000000000,1073,0,2100,Parachute,81635,Williams Mid Stream,Williams Midstream,"EIA-757, Natural Gas Processing Plant Survey",-12024240,4789899
Parachute Creek Gas Plant,CO,Garfield,1100,625.00000000000,1073,0,16900,Parachute,81635,Williams Mid Stream,Williams Mid Stream,"EIA-757, Natural Gas Processing Plant Survey",-12029304,4800269
Wilson Creek Gas Processing Plant,CO,Rio Blanco,2,0.62000000000,1488,0,1464,Meeker,81641,Chevron USA Inc.,Chevron USA Inc.,"EIA-757, Natural Gas Processing Plant Survey",-11996114,4877631
Plateau Creek Plant,CO,Mesa,1,1.00000000000,1080,5,300,Mesa,81643,Encana Oil and Gas,Encana Oil and Gas,"EIA-757, Natural Gas Processing Plant Survey",-12040085,4732889
Dragon Trail,CO,Rio Blanco,60,26.00000000000,1140,0,6400,Rangley,81648,ENCANA OIL & GAS USA INC,ENCANA OIL & GAS USA INC,"EIA-757, Natural Gas Processing Plant Survey",-12114617,4873364
North Douglas Plant,CO,Rio Blanco,22,6.00000000000,1160,0,0,Rangely,81648,"Red Rock Gathering Company, LLC","Red Rock Gathering Company, LLC","EIA-757, Natural Gas Processing Plant Survey",-12116305,4856724
Meeker Gas Plant,CO,Rio Blanco,1800,1262.00000000000,1088,0,0,Rifle,81650,"Enterprise Gas Processing, LLC",Enterprise Gas Processing LLC,"EIA-757, Natural Gas Processing Plant Survey",-12061575,4841254
Piceance Creek,CO,RIO BLANCO,5,1.00000000000,1092,0,700,MEEKER,81650,SOURCEGAS SERVICES LLC,"ROCKY MOUNTAIN NATURAL GAS, LLC","EIA-757, Natural Gas Processing Plant Survey",-12043488,4832813
PICEANCE CREEK PLANT,CO,GARFIELD,20,0.00000000000,0,0,0,RIFLE,81650,DAVIS GAS PROCESSING INC,DAVIS GAS PROCESSING INC,"EIA-757, Natural Gas Processing Plant Survey",-12022748,4822443
Rifle Gas Plant-Rifle Creek/CO,CO,Garfield,50,25.00000000000,1070,0,2857,,81650,Xcel Energy,Xcel Energy,"EIA-757, Natural Gas Processing Plant Survey",-12002490,4814485
Willow Creek,CO,Rio Blanco,480,446.00000000000,1070,0,0,Rifle,81650,Williams,"Williams Midstream Srvcs., LLC","EIA-757, Natural Gas Processing Plant Survey",-12036253,4841495
Silo Gas Plant,WY,Laramie,15,2.00000000000,1300,0,2140,Cheyenne,82009,"Kaiser-Frontier Midstream, LLC","Kaiser-Frontier Midstream, LLC","EIA-757, Natural Gas Processing Plant Survey",-11671702,5068257
Bairoil CO2 Plant,WY,Sweetwater,160,0.00000000000,8,0,5700,Bairoil,82322,Memorial Production Operating LLC,Memorial Production Operating LLC,"EIA-757, Natural Gas Processing Plant Survey",-11973640,5196659
Rawlins,WY,Carbon,220,97.60000000000,1066,0,23879,Sinclair,82334,"Colorado Interstate Gas Company, LLC","Colorado Interstate Gas Company, LLC","EIA-757, Natural Gas Processing Plant Survey",-11914072,5117832
Echo Springs Gas Plant,WY,Carbon,745,600.00000000000,1150,0,0,Wamsutter,82336,Williams,"Williams Midstream Srvcs, LLC","EIA-757, Natural Gas Processing Plant Survey",-12043673,5120824
Worland,WY,Washakie,6,2.00000000000,1248,0,4057,Worland,82401,Washakie Midstream Services LLC,Washakie Midstream Services LLC,"EIA-757, Natural Gas Processing Plant Survey",-12020028,5468071
Worland Plant,WY,Washakie,20,6.00000000000,1340,0,5000,Worland,82401,Devon Energy Corp.,Devon Energy Corp.,"EIA-757, Natural Gas Processing Plant Survey",-12025333,5460354
Garland Gas Plant,WY,Park,4,1.00000000000,1067,0,572,Byron,82412,Marathon Oil Company,Marathon Oil Company,"EIA-757, Natural Gas Processing Plant Survey",-12083980,5589459
Oregon Basin Gas Plant,WY,Park,6,5.00000000000,905,0,952,Cody,82414,Marathon Oil Company,Marathon Oil Company,"EIA-757, Natural Gas Processing Plant Survey",-12190579,5509129
YU Bench,WY,Park,3,1.47500000000,1180,0,715,Meeteetse,82433,"Saga Petroleum, LLC",Saga Petroleum LLC,"EIA-757, Natural Gas Processing Plant Survey",-12140759,5478078
Elk Basin Gasoline Plant,WY,Park,13,12.00000000000,430,0,11071,Powell,82435,Vanguard,Vanguard,"EIA-757, Natural Gas Processing Plant Survey",-12117302,5607710
Fidelity Silvertip,WY,Park,10,2.00000000000,1381,0,2143,Powell,82435,Fidelity Explorationa nd Production Company,,"EIA-757, Natural Gas Processing Plant Survey",-12114166,5586006
Sugarloaf Plant,WY,Park County,0,0.19000000000,1280,0,1143,Powell,82435,Windsor Energy Group,Windsor Energy Group,"EIA-757, Natural Gas Processing Plant Survey",-12126948,5593240
Beaver Creek Plant,WY,Fremont,55,15.00000000000,1150,0,4948,Riverton,82501,Devon Gas Services LP,Devon Gas Services LP,"EIA-757, Natural Gas Processing Plant Survey",-12047196,5318474
Phosphoria Gasoline Plant,WY,Fremont,6,2.00000000000,1137,0,0,Riverton,82501,Devon Gas Services LP,Devon Gas Services LP,"EIA-757, Natural Gas Processing Plant Survey",-12034173,5305451
Pavillion Plant,WY,Fremont,80,12.00000000000,1089,0,2850,Pavillion,82523,Encana,Encana,"EIA-757, Natural Gas Processing Plant Survey",-12113134,5379667
Austin Creek Gas Plant,WY,Natrona,5,2.80000000000,1200,0,476,,82604,"Legacy Reserves Operating, LP","Legacy Reserves Operating, LP","EIA-757, Natural Gas Processing Plant Survey",-11867368,5278784
Casper Plant,WY,Natrona,65,53.27000000000,1150,0,8970,Casper,82604,Tallgrass Energy Midstream LLC,Tallgrass Energy Midstream LLC,"EIA-757, Natural Gas Processing Plant Survey",-11869780,5293736
Douglas Plant,WY,Converse,130,98.47000000000,1240,0,15650,Douglas,82633,Tallgrass Energy Midstream LLC,Tallgrass Energy Midstream LLC,"EIA-757, Natural Gas Processing Plant Survey",-11744235,5294410
FORT UNION MEDICINE BOW TREATING FACILITY,WY,Converse,340,256.00000000000,944,0,0,Douglas,82633,Crestone Energy Ventures LLC,"Western Gas Partners, LP","EIA-757, Natural Gas Processing Plant Survey",-11735553,5315873
Lost Cabin Gas Plant,WY,Fremont,533,242.00000000000,983,0,0,Lysite,82642,ConocoPhillips (Burlington Resources),ConocoPhillips Company,"EIA-757, Natural Gas Processing Plant Survey",-11980167,5352026
Newcastle Complex,WY,Weston,3,2.20000000000,1657,0,3333,Newcastle,82710,WGR Operating L.P.,WGR Operating L.P.,"EIA-757, Natural Gas Processing Plant Survey",-11607324,5575629
BISON TREATING FACILITY,WY,Campbell,270,218.00000000000,930,0,0,Gillette,82718,"Western Gas Partners, LP","Western Gas Partners, LP","EIA-757, Natural Gas Processing Plant Survey",-11739375,5409277
HILIGHT COMPLEX,WY,Campbell,70,60.00000000000,1328,0,47619,Gillette,82718,"Western Gas Partners, LP",Anadarko Petroleum Company,"EIA-757, Natural Gas Processing Plant Survey",-11749745,5401319
Patrick Draw Gas Plant,WY,Sweetwater,120,104.00000000000,1167,0,24500,Rock Springs,82901,"Mountain Gas Resources, LLC",Anadarko Petroleum,"EIA-757, Natural Gas Processing Plant Survey",-12134221,5066795
Anschutz Ranch East,WY,Uinta,55,11.00000000000,1026,0,10000,Evanston,82930,Merit Energy Company,Merit Energy Company,"EIA-757, Natural Gas Processing Plant Survey",-12287297,4998566
Carter Creek Gas Plant,WY,Uinta,62,56.00000000000,1003,0,379,Evanston,82930,Chevron,Chevron,"EIA-757, Natural Gas Processing Plant Survey",-12317925,4993261
Painter,WY,Uinta,250,220.00000000000,980,0,154000,Evanston,82930,Merit Energy,Merit Energy,"EIA-757, Natural Gas Processing Plant Survey",-12303455,4994467
Blacks Fork Gas Plant,WY,Sweetwater,765,444.00000000000,1090,0,18334,Granger,82934,"Green River Processing, LLC","Green River Processing, LLC","EIA-757, Natural Gas Processing Plant Survey",-12246898,5099458
Vermillion Gas Plant,WY,Sweetwater,57,54.00000000000,1130,0,685,Rock Springs,82934,QEP Field Services,QEP Field Services,"EIA-757, Natural Gas Processing Plant Survey",-12246584,5101859
Granger Gas Plant,WY,Sweetwater,500,207.00000000000,1092,0,22300,Green River,82935,"Mountain Gas Resources, LLC",Anadarko Petroleum,"EIA-757, Natural Gas Processing Plant Survey",-12198791,5095780
Table Rock Gas Plant,WY,Sweetwater,47,7.00000000000,1006,0,1000,Rock Springs,82935,Chevron U.S.A. Inc.,Chevron U.S.A. Inc.,"EIA-757, Natural Gas Processing Plant Survey",-12202891,5101568
Emigrant Trail Gas Plant,WY,Uinta,55,45.00000000000,1130,0,2800,Lyman,82937,"Green River Processing, LLC","Green River Processing, LLC","EIA-757, Natural Gas Processing Plant Survey",-12273963,5064483
Shute Creek Treating Facility,WY,Lincoln/Sweetwater,720,145.00000000000,2400,0,0,Kemmerer,83101,ExxonMobil Production Company,ExxonMobil Production Company,"EIA-757, Natural Gas Processing Plant Survey",-12327256,5146333
Opal Gas Plant,WY,Lincoln,1480,1472.00000000000,1300,0,37000,Opal,83124,WIlliams,"Williams Midstream Srvcs, LLC","EIA-757, Natural Gas Processing Plant Survey",-12265122,5127090
Pioneer Cryogenic Plant,WY,Lincoln,800,592.00000000000,1109,0,0,Opal,83124,"Enterprise Gas Processing, LLC",Enterprise Gas Processing LLC,"EIA-757, Natural Gas Processing Plant Survey",-12273321,5128296
Altamont Gas Plant,UT,Duchesne,60,56.00000000000,1200,0,22476,Altamont,84001,Kinder Morgan Altamont LLC,Kinder Morgan Altamont LLC,"EIA-757, Natural Gas Processing Plant Survey",-12276356,4917838
Brundage Canyon Gas Plant,UT,Duchesne,30,30.00000000000,1200,0,4285,,84021,LINN Operating Inc.,Linn Operating Inc.,"EIA-757, Natural Gas Processing Plant Survey",-12303930,4884878
Kastler Dew Point Plant/UT,UT,Daggett,300,41.00000000000,1055,0,2143,Dutch John,84023,Questar Pipeline Company,Questar Pipeline Company,"EIA-757, Natural Gas Processing Plant Survey",-12154025,4994457
Monument Butte Plant,UT,Duchesne,32,20.00000000000,1150,0,1440,Myton,84052,Newfield Exploration Company,Newfield Exploration Company,"EIA-757, Natural Gas Processing Plant Survey",-12238859,4893355
Pleasant Valley,UT,Duchesne,24,20.00000000000,1150,0,495,Myton,84052,Newfield Exploration Company,Newfield Exploration Company,"EIA-757, Natural Gas Processing Plant Survey",-12244647,4890943
Chipeta Plant,UT,Uintah,800,530.00000000000,1114,0,2000,Vernal,84078,Chipeta Processing LLC,Chipeta Processing LLC,"EIA-757, Natural Gas Processing Plant Survey",-12199154,4955700
Ironhorse Gas Plant,UT,Uintah,300,245.64000000000,1130,0,0,Vernal,84078,QEP Field Services Company,QEP Field Services Company,"EIA-757, Natural Gas Processing Plant Survey",-12185890,4949671
Stagecoach Gas Plant,UT,Uintah,150,7.23000000000,1120,0,4571,Vernal,84078,QEP Field Services Company,QEP Field Services Company,"EIA-757, Natural Gas Processing Plant Survey",-12187578,4957871
Price Dew Point Plant/UT,UT,Carbon,120,0.00000000000,0,0,1428,Price,84501,Questar Pipeline Company,Questar Pipeline Company,"EIA-757, Natural Gas Processing Plant Survey",-12324099,4793665
Price Raptor Plant/UT,UT,Carbon,130,4.00000000000,1039,0,3571,Price,84501,Questar Field Services,Questar Pipeline Company,"EIA-757, Natural Gas Processing Plant Survey",-12330160,4793168
Lisbon Plant,UT,San Juan County,40,24.00000000000,900,0,615000,La Sal,84530,Castleton Commodities International,Castleton Commodities International,"EIA-757, Natural Gas Processing Plant Survey",-12151783,4620318
Grand Gas Gathering Plant,UT,Grand,1,0.13000000000,1040,0,250,Cisco,84540,Rose Petroleum (US) LLC (9/1/14 - present),Rose Petroleum (US) LLC,"EIA-757, Natural Gas Processing Plant Survey",-12182289,4756609
Kutz Gas Plant,NM,San Juan,230,130.80000000000,1238,0,4285,Bloomfield,87413,Williams,"Williams Midstream Srvcs, LLC","EIA-757, Natural Gas Processing Plant Survey",-12023306,4358579
Chaco Gas Plant,NM,San Juan,600,443.00000000000,1150,0,12113,Bloomfield,87413,"Enterprise Field Services, LLC","Enterprise Products Operating, LLC","EIA-757, Natural Gas Processing Plant Survey",-12018724,4338562
San Juan Basin Gas Plant,NM,San Juan,550,365.00000000000,1160,0,0,Bloomfield,87413,ConocoPhillips,ConocoPhillips,"EIA-757, Natural Gas Processing Plant Survey",-12020171,4347968
San Juan Gas Plant,NM,San Juan,30,30.00000000000,1020,0,0,Kirtland,87417,"Castleton Commodities International, LLC","Castleton Commodities International, LLC","EIA-757, Natural Gas Processing Plant Survey",-12060915,4403483
Artesia,NM,Eddy,90,90.00000000000,1170,0,2573,Artesia,88210,DCP Midstream,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-11591890,3857834
Dagger Draw Gas Processing Plant,NM,Eddy,40,34.70000000000,1152,0,619,Artesia,88210,Agave Energy Company,Agave Energy Company,"EIA-757, Natural Gas Processing Plant Survey",-11616007,3862899
Pecos Diamond,NM,Eddy,40,16.00000000000,1210,0,0,Artesia,88210,DCP Midstream,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-11600813,3874475
EMPIRE ABO GAS PLANT,NM,USA,45,32.60000000000,1240,0,368,ARTESIA,88210,AKA - FRONTIER FIELD SERVICES,FRONTIER FIELD SERVICES,"EIA-757, Natural Gas Processing Plant Survey",-11601537,3865069
Carlsbad Chaparral Gas Plant,NM,Eddy,40,23.00000000000,1150,0,0,Carlsbad,88220,"Enterprise Field Services, LLC","Enterprise Field Services, LLC","EIA-757, Natural Gas Processing Plant Survey",-11640663,3803186
Antelope Ridge,NM,Lea,30,22.00000000000,1187,0,405,Oil Center,88240,DCP Midstream,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-11522725,3858736
Eunice,NM,Lea,105,95.00000000000,1250,0,4000,Oil Center,88240,DCP Midstream,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-11543465,3860666
Hobbs Cryogenics Plant,NM,Lea,42,20.00000000000,1125,0,80,Hobbs,88240,DCP Midstream,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-11540572,3848366
Linam Ranch,NM,Lea,225,164.00000000000,1241,0,1400,Hobbs,88240,DCP Midstream,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-11532372,3853913
Jal #3 Plant,NM,Lea,110,95.00000000000,1260,0,6680,Jal,88252,Regency Field Services LLC,Regency Field Services LLC,"EIA-757, Natural Gas Processing Plant Survey",-11498215,3787967
Red Hills Gas Processing Facility,NM,Lea,60,52.00000000000,1211,0,10700,Jal,88252,Agave Energy Company,Agave Energy Company,"EIA-757, Natural Gas Processing Plant Survey",-11509309,3785556
Indian Basin Gas Plant,NM,Eddy,180,84.00000000000,1180,0,5000,Lakewood,88254,OXY USA WTP LP,Oxy Permian Resources - Delaware Basin,"EIA-757, Natural Gas Processing Plant Survey",-11627204,3843479
Palo Duro Gas Processing Facility,NM,Eddy,35,24.80000000000,1165,0,857,Loving,88256,Agave Energy Company,Agave Energy Company,"EIA-757, Natural Gas Processing Plant Survey",-11558810,3780871
South Carlsbad Dew Point Plant,NM,Eddy,200,50.00000000000,1060,0,1200,Loving,88256,"Enterprise Field Services, LLC",Enterprise Products Operating LLC,"EIA-757, Natural Gas Processing Plant Survey",-11560257,3787864
Buckeye CO2 Plant,NM,Lea,55,42.00000000000,300,0,700,Lovington,88260,"Chevron USA, Inc",Chevron,"EIA-757, Natural Gas Processing Plant Survey",-11498276,3900685
Denton Gas Plant,NM,Lea,20,2.33000000000,1444,0,750,Lovington,88260,"Davis Gas Processing, Inc.","Davis Gas Processing, Inc.","EIA-757, Natural Gas Processing Plant Survey",-11501170,3889591
East Vacuum Liquid Recovery Plant,NM,Lea,21,20.25000000000,1219,0,1100,Lovington,88260,ConocoPhillips,ConocoPhillips,"EIA-757, Natural Gas Processing Plant Survey",-11514675,3885250
Eunice Plant,NM,Lea,110,83.00000000000,1240,0,715,Eunice,88260,Targa Midstream Services LLC,"Targa Midstream Services, LLC","EIA-757, Natural Gas Processing Plant Survey",-11522393,3891762
Shoebar Gas Processing Facility,NM,Lea,35,11.60000000000,1117,0,150,Lovington,88260,Agave Energy Company,Agave Energy Company,"EIA-757, Natural Gas Processing Plant Survey",-11518775,3901408
"Versado Gas Processors, LLC - Saunders Plant",NM,Lea,70,35.00000000000,1220,0,2286,Lovington,88260,"Targa Mid Services, LLC","Targa Midstream Services, LLC","EIA-757, Natural Gas Processing Plant Survey",-11510334,3894173
MALJAMAR GAS PLANT,NM,USA,150,85.00000000000,1220,0,1143,MALJAMAR,88264,AKA - FRONTIER FIELD SERVICES,FRONTIER FIELD SERVICES,"EIA-757, Natural Gas Processing Plant Survey",-11544085,3881730
Monument Plant,NM,Lea,80,60.00000000000,1250,0,1600,MONUMENT,88265,"Targa Midstream Services, LLC","Targa Midstream Services, LLC","EIA-757, Natural Gas Processing Plant Survey",-11499623,3845033
Murphy Gas Plant,CA,Los Angeles,2,1.25000000000,1100,0,50,Los Angeles,90007,Freeport McMoRan Oil & Gas Company (FMI),Freeport McMoRan Oil & Gas Company (FMI),"EIA-757, Natural Gas Processing Plant Survey",-13167428,4032492
Inglewood Gas Plant #3,CA,Los Angeles,15,6.00000000000,1110,0,1500,Los Angeles,90056,Freeport McMoRan Oil & Gas Company (FMI),Freeport McMoRan Oil & Gas Company (FMI),"EIA-757, Natural Gas Processing Plant Survey",-13176940,4027173
Montebello Gas Plant,CA,Los Angeles,2,0.75000000000,1100,0,0,Montebello,90640,Freeport McMoRan Oil & Gas Company (FMI),Freeport McMoRan Oil & Gas Company (FMI),"EIA-757, Natural Gas Processing Plant Survey",-13148030,4030824
Signal Hill West Unit Gas Plant,CA,Los Angeles,2,1.33000000000,1370,0,952,Signal Hill,90755,"Signal Hill Petroleum, Inc.","Signal Hill Petroleum, Inc.","EIA-757, Natural Gas Processing Plant Survey",-13154155,4002091
CRC Huntington Beach Gas Plant,CA,Orange,4,1.00000000000,1250,0,0,Huntington Beach,92648,California Resources Corporation LA Basin,CRC South,"EIA-757, Natural Gas Processing Plant Survey",-13137321,3985933
Stearns Gas Plant,CA,Orange,4,2.20000000000,1390,0,1714,Brea,92821,Linn Energy,Linn Energy,"EIA-757, Natural Gas Processing Plant Survey",-13122920,4019060
Ventura Gas Plant 7,CA,Ventura,12,7.62000000000,1167,0,1400,Ventura,93001,Aera Energy LLC,Aera Energy LLC,"EIA-757, Natural Gas Processing Plant Survey",-13329758,4031876
Carpinteria Gas Plant,CA,Santa Barbara,30,0.14000000000,999,0,34,Carpinteria,93013,"Venoco, Inc","Venoco, Inc","EIA-757, Natural Gas Processing Plant Survey",-13302037,4088017
Santa Clara Valley Gas Plant,CA,Ventura,17,10.00000000000,1250,0,2610,Piru,93040,"Vintage Pipeline, Inc.","Vintage Pipeline, Inc.","EIA-757, Natural Gas Processing Plant Survey",-13223905,4093672
"Las Flores Canyon, POPCO",CA,Santa Barbara,67,35.00000000000,1066,0,4200,Goleta,93117,ExxonMobil Production Company,ExxonMobil Production Company,"EIA-757, Natural Gas Processing Plant Survey",-13358381,4094919
"Las Flores Canyon, SGTP",CA,Santa Barbara,12,11.00000000000,1066,0,8300,Goleta,93117,ExxonMobil Production Company,ExxonMobil Production Company,"EIA-757, Natural Gas Processing Plant Survey",-13375986,4096124
Ellwood Onshore Facility,CA,Santa Barbara,13,3.16000000000,1100,0,2000,Goleta,93117,"Venoco, Inc","Venoco, Inc","EIA-757, Natural Gas Processing Plant Survey",-13367545,4094919
Belridge Gas Plant,CA,Kern,14,9.00000000000,1148,0,8346,McKittrick,93251,Seneca Resources Corporation,Seneca Resources Corporation,"EIA-757, Natural Gas Processing Plant Survey",-13325881,4203029
Kernridge,CA,Kern,80,22.87000000000,1094,0,14900,McKittrick,93251,Aera Energy LLC,Aera Energy LLC,"EIA-757, Natural Gas Processing Plant Survey",-13317441,4204235
Mckittrick 172,CA,Kern,80,41.20000000000,1175,0,5000,Mckittrick,93251,Chevron,Chevron,"EIA-757, Natural Gas Processing Plant Survey",-13331428,4206888
California-San Joaquin Basin Onshore CA10,CA,Kern,167,102.00000000000,1194,0,19000,Tupman,93276,California Resources Corporation,California Resources Corporation,"EIA-757, Natural Gas Processing Plant Survey",-13285433,4203985
Crestwood West Coast North Coles Levee,CA,Kern,24,5.00000000000,1271,0,373,Tupman,93276,Crestwood Equity Partners,Crestwood (f.k.a. Inergy),"EIA-757, Natural Gas Processing Plant Survey",-13286003,4204289
Low Temperature Separation Plant No. 1,CA,Kern,150,88.51000000000,1175,0,0,Tupman,93276,California Resources Corporation,California Resources Corporation,"EIA-757, Natural Gas Processing Plant Survey",-13286758,4204602
Low Temperature Separation Plant No. 2,CA,Kern,150,15.01000000000,1136,0,0,Tupman,93276,California Resources Corporation,California Resources Corporation,"EIA-757, Natural Gas Processing Plant Survey",-13287595,4204988
South Coles Levee Gas Plant,CA,Kern,35,3.12500000000,1105,0,1895,Tupman,93276,"Central Resources, Inc.","Central Resources, Inc.","EIA-757, Natural Gas Processing Plant Survey",-13287439,4204620
Greeley Gas Plant,CA,Kern,1,0.45000000000,1200,0,238,Bakersfield,93309,Crimson Resource Management Corp,Crimson Resource Management Corp,"EIA-757, Natural Gas Processing Plant Survey",-13254400,4210672
HS&P Gas Plant,CA,Santa Barbara,15,3.10000000000,1180,0,2140,Lompoc,93436,Freeport-McMoRan Oil & Gas,Freeport-McMoRan Oil & Gas,"EIA-757, Natural Gas Processing Plant Survey",-13402563,4110361
Wiggins Gas Processing Plant,CO,Morgan,2,1.10000000000,1200,0,582,Fort Morgan,95620,Western Operating Company,Western Operating Company,"EIA-757, Natural Gas Processing Plant Survey",-13553477,4637474
TERRACE GAS PLANT,CO,WELD,3,1.15000000000,1460,0,714,NEW RAYMER,96155,WHITING OIL AND GAS CORPORATION,WHITING OIL AND GAS CORPORATION,"EIA-757, Natural Gas Processing Plant Survey",-13368552,4686197
